,spy,vix,vix3m,vvix,skew,tnx,tyx,vix_term_structure,fwd_ret_21d,is_crash_30d
1997-05-07 11:19:54.564714+00:00,100.7551021121286,14.961510643587758,18.590734274374853,80.5938543152092,123.51703354758374,3.6000111057075133,4.03590783080063,0.8047832012859463,0.04499925767532864,1
1997-05-08 11:19:54.564714+00:00,101.17751734209153,15.113913118439404,19.76018955558322,85.0835216171557,115.01900672904749,3.4183622256633104,4.040146864805679,0.7648668083838793,0.04127583127263157,1
1997-05-09 11:19:54.564714+00:00,100.65078742901076,15.631658952145534,19.357352922239297,88.07099635847781,121.1765541408867,3.6098789803881246,3.918780975192965,0.8075308134815591,0.0820674773824992,1
1997-05-12 11:19:54.564714+00:00,97.74818603590019,18.158307046466742,19.873787692227765,93.27751280097222,122.1591112315068,3.4685957449764744,4.106043090683398,0.9136812432371957,0.12579838273241584,1
1997-05-13 11:19:54.564714+00:00,97.57334730146997,14.65307281883923,19.220244433350086,97.41582650465982,121.94573742009933,3.5626651701579766,4.074712626951616,0.7623770274957529,0.1166761646950647,1
1997-05-14 11:19:54.564714+00:00,95.87717593701763,14.337744974312804,20.754549444959352,95.53155763153508,121.16898980688666,3.402660024284505,4.187152939026201,0.6908241979589206,0.17500479309777606,1
1997-05-15 11:19:54.564714+00:00,93.10596522625907,19.293284849377773,18.98162147728708,87.74346673794622,125.37826459115352,3.266914583878081,3.935936140622795,1.0164192175291042,0.19632477352212363,0
1997-05-16 11:19:54.564714+00:00,90.99763297575632,16.27847324590568,19.327555280631834,92.54896414850829,121.56981193043679,3.2910437575669835,3.9935892404725593,0.8422417118743598,0.2208164316946899,0
1997-05-19 11:19:54.564714+00:00,91.14208191150608,14.442954829546665,16.716860399901847,94.31992901691443,121.96066918883389,3.7109097227889327,4.003642921155051,0.8639753209658595,0.20138233268005346,0
1997-05-20 11:19:54.564714+00:00,89.72761266090527,16.27004567429404,21.376490512510077,93.16957549475507,123.18730151272915,3.395399859028923,3.944902214294132,0.7611186534465227,0.25101664730166506,0
1997-05-21 11:19:54.564714+00:00,92.17560641679749,16.34849124159955,19.49148873600131,92.67071729483364,121.4743881301731,3.569443872046415,4.020235924603229,0.8387502598199923,0.18099894835378372,0
1997-05-22 11:19:54.564714+00:00,95.32179597292848,19.885657290753954,23.82099402749885,84.93774704733349,117.61772806504896,3.3347097346094703,4.030085119186696,0.8347954442118596,0.143561318098252,0
1997-05-23 11:19:54.564714+00:00,95.0869111425874,18.746365395838914,18.909071339224663,88.02975518647268,122.53910310215224,3.479951212941583,4.02892084457351,0.9913953498579153,0.16598473314227324,0
1997-05-26 11:19:54.564714+00:00,98.35754524192541,18.235114082021024,18.884925473130338,89.86544645181672,121.61644198087092,3.516039264817734,3.9579499629361234,0.9655910005028152,0.10319131999865294,0
1997-05-27 11:19:54.564714+00:00,100.63854673736343,16.717561217193595,18.88184857641264,74.68909949027423,118.98211868825368,3.7820889224601366,3.978291660640537,0.8853773585536169,0.09323434714751411,0
1997-05-28 11:19:54.564714+00:00,102.27512692577353,16.688957511110164,16.18432617482056,92.79616193580834,119.39952541829163,3.472284722765491,3.9453257937483173,1.0311802500047673,0.06685771502728599,0
1997-05-29 11:19:54.564714+00:00,106.26672245652311,12.913890354551688,17.9698652569887,81.71671371686931,109.75044388879238,3.4430721029366294,3.932017236727584,0.7186414683621135,0.0456351134362345,0
1997-05-30 11:19:54.564714+00:00,105.36113529059496,14.049973963302994,17.609734767293748,92.32854721434562,123.07239642201236,3.5461497954548653,3.9991333106922626,0.7978526734768183,0.07528516892800408,0
1997-06-02 11:19:54.564714+00:00,104.79062940629511,12.013335610202258,16.739000704484226,90.98091249485327,121.69625676383114,3.427660416578067,4.161721547753926,0.7176853518492292,0.07376243895269607,0
1997-06-03 11:19:54.564714+00:00,108.53914860871934,12.866038324507644,18.38851744657988,83.8555635556015,114.27352084413415,3.5752174012197866,4.221034778737504,0.6996778485206607,0.027934734282626383,0
1997-06-04 11:19:54.564714+00:00,106.46879593562066,15.38804875191197,15.860247939168007,93.04241916859267,116.9934370349598,3.514254379138702,4.141187435175899,0.9702275028065667,0.04413002317014403,0
1997-06-05 11:19:54.564714+00:00,105.28900691417631,14.176117189423714,17.53791366546271,91.52988796422311,123.25251470292399,3.446479222162182,3.9645426631735776,0.8083126339788433,0.06693403992069724,0
1997-06-06 11:19:54.564714+00:00,105.35370347648745,16.563676360063774,19.334568214792114,86.33662209011317,115.47616269018033,3.5706240989392604,4.051360028330688,0.8566871613606328,0.08750741176405108,0
1997-06-09 11:19:54.564714+00:00,108.91094364987184,10.945509044582016,15.522739869294714,84.34788318211442,119.66371669674486,3.54626532435468,3.8130252474655166,0.7051273896712753,0.09530538657278709,0
1997-06-10 11:19:54.564714+00:00,110.04474975424374,13.956625968170343,15.919590439380643,91.39846246186951,116.48009907353253,3.616909058568849,4.004938132500664,0.8766950394430706,0.10514728690495789,0
1997-06-11 11:19:54.564714+00:00,108.95783124106502,10.51500495789016,19.92724529451078,87.18329032029591,119.2420364316843,3.7050131261513735,3.9810285200305935,0.5276697708331344,0.1268613261586058,0
1997-06-12 11:19:54.564714+00:00,112.65614127467447,12.624466711264928,16.660477616068203,90.095713387676,117.58652784838884,3.5011134166578346,4.213072577794624,0.7577493876339569,0.056864612593867436,0
1997-06-13 11:19:54.564714+00:00,111.3849727628631,14.104629627203437,15.339874010708458,73.30305519241728,116.7742672942592,3.506369939983508,4.04980130108511,0.9194749329334307,0.06970343312898986,0
1997-06-16 11:19:54.564714+00:00,111.09140558212587,11.89463830348264,17.06285188982258,85.13971235935946,118.48920905688544,3.4189623892982564,4.031835726193303,0.6971072819648276,0.13006913188759306,0
1997-06-17 11:19:54.564714+00:00,109.49648697216168,13.28004977040835,14.890096922401014,76.46854768962201,115.69865500468909,3.608547096215055,4.021378626281188,0.8918712779115312,0.14325454651754854,0
1997-06-18 11:19:54.564714+00:00,112.25073716142815,9.957478586453874,13.154180718655686,83.62494397480566,111.52424463725332,3.497985980131559,4.002144310533593,0.7569820423959855,0.14580869326295587,0
1997-06-19 11:19:54.564714+00:00,108.85929424211011,9.475702391981443,18.301011796597123,89.17526573847785,115.019915542113,3.578491151349191,4.075124896383021,0.5177693177457734,0.17971433110300894,0
1997-06-20 11:19:54.564714+00:00,109.00631864629476,13.910392980980848,14.582478092607673,94.288368200756,114.6527578613624,3.660620647336558,3.9557964357132773,0.9539114609081755,0.15067356233255058,0
1997-06-23 11:19:54.564714+00:00,110.8698867139128,15.755498739678757,19.49155155471777,79.84412290086865,112.45512079776468,3.486210591132071,4.082312030233589,0.808324503847169,0.11798508036305844,0
1997-06-24 11:19:54.564714+00:00,108.50719016726693,10.686660847239104,15.409002018869801,82.72897742864785,118.786950926622,3.498996704778328,4.16638816208159,0.6935336132834731,0.12444121199674263,0
1997-06-25 11:19:54.564714+00:00,110.0215159402961,14.512717262806966,18.854560144417484,83.65899326980907,116.55002883076186,3.660084688520121,4.040580772660884,0.7697192165527095,0.14287712577830836,0
1997-06-26 11:19:54.564714+00:00,109.11300821615642,12.259607517728575,13.685201957296517,79.47286589288206,118.23458389752521,3.627287069333313,3.9968392712328717,0.895829492029684,0.15959433991085747,0
1997-06-27 11:19:54.564714+00:00,111.1162163903234,9.0,16.49258088992407,87.278649920258,117.755179704966,3.636289845168369,4.030538713711224,0.5456999156207525,0.12161844655191634,0
1997-06-30 11:19:54.564714+00:00,113.2932661593937,9.0,15.172655500442296,80.70719250058518,117.79823912398739,3.5502846611405414,4.164780219925707,0.5931723685242601,0.07672364088345374,0
1997-07-01 11:19:54.564714+00:00,112.52024181069156,10.658832778362513,15.758429923645698,81.86431158016265,116.84802845508756,3.443847772290145,4.057649115294137,0.6763892614941808,0.07812779028445083,0
1997-07-02 11:19:54.564714+00:00,111.57116088436642,10.18757194579071,16.249231277325524,85.09385867714863,113.05767073125627,3.5088866817237583,3.979101628967219,0.6269571631986453,0.07931201311330693,0
1997-07-03 11:19:54.564714+00:00,111.16726636715693,9.0,14.119126816365364,81.80580374259075,117.82075723798684,3.4774083352666234,4.120043549765602,0.6374331867016149,0.11851463122021211,0
1997-07-04 11:19:54.564714+00:00,112.33642550618035,9.0,12.856219453827329,77.96101740120024,116.6897707386629,3.637667500984586,3.9686872776005067,0.700050277791476,0.1438404229631618,0
1997-07-07 11:19:54.564714+00:00,114.57293338747219,9.180366017392128,14.622667143087284,81.43250815499795,122.44411901061962,3.6109760601971397,4.017919195328211,0.6278174786828853,0.10766865331735875,0
1997-07-08 11:19:54.564714+00:00,119.2907432364299,10.52216169472366,14.442180328826842,75.98818055855591,115.15829869768044,3.537447433954195,4.071570852131208,0.7285715491116839,0.017928599570149917,1
1997-07-09 11:19:54.564714+00:00,121.61565662903749,9.761820068657794,13.111930327358,80.08914759331057,115.92332093106286,3.5617200157031665,3.9715507549163096,0.7444990802223673,-0.00347000381651541,1
1997-07-10 11:19:54.564714+00:00,122.7803662076721,9.0,14.051772705947135,84.07329298077734,114.25982536194127,3.656678922123197,3.875915863496668,0.6404885837778267,-0.0441249710189745,1
1997-07-11 11:19:54.564714+00:00,119.06228910457884,10.4766376900766,14.552728937957019,74.27083514162561,115.21955085358329,3.566609620619543,4.094215695574603,0.7199088043721482,-0.009598795278350947,1
1997-07-14 11:19:54.564714+00:00,119.14888776341368,12.324725886003241,12.830698287206493,72.82748988534527,115.18883238402857,3.536991880216732,3.82836932945023,0.9605654821056967,-0.0031022396987532286,1
1997-07-15 11:19:54.564714+00:00,125.5409682663655,10.151405389464795,14.082978817412897,78.97255441679137,113.05928163999455,3.8105960655274873,3.9637122887669385,0.7208279953466302,-0.0706322174974332,1
1997-07-16 11:19:54.564714+00:00,125.18235655862335,9.282577010514736,13.219337447093148,75.21139062286827,115.05725532655865,3.5545336934675755,4.132566660394878,0.7021968421387048,-0.09575313801663055,1
1997-07-17 11:19:54.564714+00:00,128.6178704647395,11.188797226407116,12.416151220163535,78.82403279823133,116.19793453945506,3.680210903670242,4.0985933953117595,0.9011485949234233,-0.12472060877340618,1
1997-07-18 11:19:54.564714+00:00,128.42286949117656,9.0,14.376416477682197,79.59040202891403,112.73567217482078,3.659373723430184,4.0442650305716965,0.6260252695079827,-0.13752601795113661,1
1997-07-21 11:19:54.564714+00:00,125.43068899348913,9.0,12.274537468342238,67.8816295700637,116.80675022288388,3.461673799702419,3.967450237565669,0.7332251845099881,-0.07607866250074458,1
1997-07-22 11:19:54.564714+00:00,123.95087920769699,9.41335424740043,13.167422710023844,83.08030737549504,116.95846110740055,3.535790009281026,4.00874312319029,0.7148972471457464,-0.09288922312270897,1
1997-07-23 11:19:54.564714+00:00,122.00995642204266,9.0,14.333012417807398,74.71399784154228,112.64038342267934,3.6762887671112847,4.104836955892196,0.6279210355541421,-0.09947565260358116,1
1997-07-24 11:19:54.564714+00:00,125.74107391161793,9.021813091979233,15.950716564219716,79.61138308027245,111.97049223969351,3.5896204930768714,4.0381477440208045,0.5656055046590671,-0.12105061666988348,1
1997-07-25 11:19:54.564714+00:00,126.52682673810187,9.0,14.054740299484319,76.11699878005253,116.05141542894312,3.4593669375248512,3.929414583085847,0.6403533475698742,-0.13282286500238372,1
1997-07-28 11:19:54.564714+00:00,124.62999801444113,13.69694303965003,14.690502054171299,76.98538881472676,113.10997958938668,3.6419970806590936,3.963281454527166,0.9323672526059684,-0.09673983935518682,1
1997-07-29 11:19:54.564714+00:00,121.98553802672055,9.0,13.841823802313497,89.19050871386054,112.22322756607683,3.5345623453249484,4.0029341774560425,0.6502033350905505,-0.06181875406658621,1
1997-07-30 11:19:54.564714+00:00,121.31119966563297,13.29300065180528,13.978883474605613,81.83788238190361,120.27146472742285,3.641173769768585,4.085490421460169,0.9509343629592216,-0.056858135117540565,1
1997-07-31 11:19:54.564714+00:00,120.42009425949416,10.104111912069733,13.949038470225208,84.57932781602945,112.12896020773469,3.8682186077379277,4.060176716204638,0.7243590254365828,-0.07762729356223086,1
1997-08-01 11:19:54.564714+00:00,124.34221394441963,10.604503677939652,14.019779684927725,79.70425759826918,109.90398906915001,3.648748398724751,3.930606869731276,0.7563958861165457,-0.08483268531342858,1
1997-08-04 11:19:54.564714+00:00,128.49494446515905,9.0,12.657386321697528,80.85341207644956,111.52559193632406,3.6836838595949764,4.195938911492157,0.7110472708391646,-0.09380897163230895,1
